,Type,Repository,Repository City,Rep. Nat.,"Repository, City",,Lib_Latitude,Lib_Longitude,Shelfmark,Date_Start,Date_End,Date_Quality,Provenance,Prov_Latitude,Prov_Longitude,Length,Width,Number Pieces,Orientation,Complete?,Language_1,Language_2,Contents,Description,Bibliography,Editor Initials,Online Images,Online bib/record,
237,Heraldic Roll,British Library,London,GB,"British Library, London GB",,,,add Roll 77720,1270,1280,,Unknown Provenance,,,264.5,21,4,,,Latin,,The Dering Roll.,,"Wagner, Anthony. A Catalogue of English Medieval Rolls of Arms. Aspilogia 1. Woodbridge, Suffolk: Boydell Press, 2009, 14-16.",SDP (edited),,http://searcharchives.bl.uk/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=IAMS032-002170730&indx=22&recIds=IAMS032-002170730&recIdxs=1&elementId=1&renderMode=poppedOut&displayMode=full&frbrVersion=&dscnt=0&scp.scps=scope%3A%28BL%29&frbg=&tab=local&dstmp=1394345130664&srt=rank&mode=Basic&dum=true&vl(freeText0)=harley+roll&vid=IAMS_VU2,
174,GB Roy. Gen.,British Museum,London,GB,"British Museum, London GB",,,,Roll 5,1500,1600,,Unknown Provenance,,,Unknown,Unknown,,,,Unknown Language,,"Linea Anglorum Regum ante Conquestum, ab Egberto usque ad Henri VIII.",,"Gatfield, George. Guide to Printed Books and Manuscripts Relating to English and Foreign Heraldry and Genealogy; Being a Classified Catalogue of Works of Those Branches of Literature. London: Mitchell and Hughes, 1892.",,,,
309,Med-Alch,Burgerbibliothek,Bern,CH,"Burgerbibliothek, Bern CH",,,,MS Cod. 803,1050,1150,ca,"France, Alsace",,,597,13.5,,,,Latin,German,Latin with German glosses.,,"Bischoff, Bernhard. Latin Palaeography: Antiquity and the Middle Ages. Cambridge: Cambridge University Press, 1990. p. 33 n112.; Skemer, Don C. Binding Words: Textual Amulets in the Middle Ages. Magic in History. University Park, PA: Pennsylvania State University Press, 2006. p. 81.","KWS (date, provenance, width, biblio.)",,http://handschriftencensus.de/6899,
337,Mortuary Roll,Burgerbibliothek,Bern,CH,"Burgerbibliothek, Bern CH",,,,MS 236 A,1125,1174,?,Unknown Provenance,,,43,27.5,2,,N,Latin,,Fragmentary mortuary roll of one abbot Gautier.,Opisthographic.,"Dufour, Jean. Les Rouleaux Des Morts. Vol. 1. Monumenta Palaeographica Medii Aevi. Series Gallica. Turnhout: Brepols, 2009. no. 137.",EAM; LBB,,,
72,Chronicles,Cambridge University Library,Cambridge,GB,"Cambridge University Library, Cambridge GB",,,,Dd.III.56,1400,1450,,Unknown Provenance,,,Unknown,Unknown,,,N,Unknown Language,,Copy of Cambridge DD.III.55 A genealogical and Historical table from Adam to the time of the Apostles.,,"Hardwick, Charles, and Henry Richards Luard. A Catalogue of the Manuscripts Preserved in the Library of the University of Cambridge. Studies of the University Press. London: Hamilton, Adams, and Co., 1856. p. 152",SDP,,https://archive.org/details/catalogueofmanus01cambuoft p.151,description is on p. 151
121,GB Roy. Gen.,Cambridge University Library,Cambridge,GB,"Cambridge University Library, Cambridge GB",,,,Dd.III.59,1500,1600,?,England,,,315,Unknown,,,,Latin,,A genearology of the Kings of England from Alfred to Henry III.,,"Hardwick, Charles, and Henry Richards Luard. A Catalogue of the Manuscripts Preserved in the Library of the University of Cambridge. Studies of the University Press. London: Hamilton, Adams, and Co., 1856. p. 152",SDP,,https://archive.org/details/catalogueofmanus01cambuoft,description is on p. 152
71,Chronicles,Cambridge University Library,Cambridge,GB,"Cambridge University Library, Cambridge GB",,,,Dd.III.55,1400,1450,,Unknown Provenance,,,365.8,30.5,,,,Unknown Language,,A genealogical and Historical table from Adam to the time of the Apostles.,,"Hardwick, Charles, and Henry Richards Luard. A Catalogue of the Manuscripts Preserved in the Library of the University of Cambridge. Vol. I. Studies of the University Press. London: Hamilton, Adams, and Co., 1858. p. 151",SDP,,https://archive.org/details/catalogueofmanus01cambuoft p.151,description is on p. 151
119,GB Roy. Gen.,Cambridge University Library,Cambridge,GB,"Cambridge University Library, Cambridge GB",,,,Dd.III.57,Unknown,Unknown,,Unknown Provenance,,,640,Unknown,,,,French,,Genealogy of English Kings from Ethelbert to Richard II and Henry IV with roundels.,,"Tyson, Diana B. “The Manuscript Tradition of Old French Prose Brut Rolls.” Scriptorium 55 (2001): 107–18, C3.",SDP (length added),,https://archive.org/details/catalogueofmanus01cambuoft,description is on p. 151
120,GB Roy. Gen.,Cambridge University Library,Cambridge,GB,"Cambridge University Library, Cambridge GB",,,,Dd.III.58,Unknown,Unknown,,Unknown Provenance,,,256.5,Unknown,,V,N,Old French,,A genearology of the Kings of England from Harold II to Henry VI with drawings of each person.,Cut off at the end.,"Tyson, Diana B. “The Manuscript Tradition of Old French Prose Brut Rolls.” Scriptorium 55 (2001): 107–18, C4.",SDP (edited),,https://archive.org/details/catalogueofmanus01cambuoft,description is on p. 152
122,GB Roy. Gen.,Cambridge University Library,Cambridge,GB,"Cambridge University Library, Cambridge GB",,,,Oo.7.32,1300,1324,ca,England,,,597,28,9,,,French,,Genealogy of the kings of England. A Brut roll.,,"Tyson, Diana B. “The Manuscript Tradition of Old French Prose Brut Rolls.” Scriptorium 55 (2001): 107–18, C5.",EAM,https://exhibitions.lib.cam.ac.uk/moving-word/artifacts/cul-msoo-7-32-table-of-descent-of-english-kings/,,
103,Ecclesiastical,Canterbury Cathedral,Canterbury,GB,"Canterbury Cathedral, Canterbury GB",,,,Chartae Antiquae C 117,1080,1420,ca,"England, Canterbury",,,500,Unknown,,,,Unknown Language,,Professions by suffragans.,,"Clanchy, M. T. From Memory to Written Record, England 1066-1307. 2nd ed. Oxford: Blackwell, 1993. p. 138",SDP,,http://archives.canterbury-cathedral.org/CalmView/Record.aspx?src=CalmView.Catalog&id=CCA-DCc-ChAnt%2fC%2f117,
639,Mortuary Roll,Canterbury Cathedral,Canterbury,GB,"Canterbury Cathedral, Canterbury GB",,,,Cartae antiquae E 191,1337,1337,,"England, Ely",,,215,"13, 21",3,,N,Latin,,"Fragmentary mortuary roll of John Hotham, bishop of Ely.",Opisthographic.,"Dufour, Jean. Les Rouleaux Des Morts. Vol. 2. Monumenta Palaeographica Medii Aevi. Series Gallica. Turnhout: Brepols, 2009, 250.",LBB,,,
73,Chronicles,Canterbury Cathedral,Canterbury,GB,"Canterbury Cathedral, Canterbury GB",,,,Chartae Antiquae H 148B,1250,1250,ca,Unknown Provenance,,,100,Unknown,1,,N,Unknown Language,,"Genealogical tree of the descendents of Noah, including mythical kings of Britain (recto) and chart showing succession of popes and emperors of Rome (verso) with commentary. Possibly based on a universal history like Peter of Poitier's Genealogy of Christ. ","Parchment roll, end lost.","Morgan, Nigel. “Early Gothic Manuscripts.” In A Survey of Manuscripts Illuminated in the British Isles, edited by J.J.G. Alexander, Vol. 1. London: Harvey Miller, 1982. No. 43.",ZRW,,http://archives.canterbury-cathedral.org/CalmView/Record.aspx?src=CalmView.Catalog&id=CCA-DCc-ChAnt%2fH%2f148B&pos=23,
4,Amulets,Canterbury Cathedral,Canterbury,GB,"Canterbury Cathedral, Canterbury GB",,,,Additional MS 23,1200,1300,ca,England,,,51.2,42.7,2,,,Unknown Language,,"""Earliest extant multipurpose textual amulet based on an amalgamation of old and new magic."" (Skemer, p. 199)",,"Skemer, Don C. Binding Words: Textual Amulets in the Middle Ages. Magic in History. University Park, PA: Pennsylvania State University Press, 2006, 199-215, plates on pp. 200-201.",KWS,,,
251,Liturgical,Capitolo del Duomo,Bari,IT,"Capitolo del Duomo, Bari IT",,,,Rotulus Benedictional,1000,1100,,Unknown Provenance,,,310,Unknown,,,,Latin,,Benedictional for baptisms.,Opisthographic.,"Mayo, Penelope C. “Vasa Sacra: Apostolic Authority and Episcopal Prestige in the Eleventh-Century Bari Benedictional.” Dumbarton Oaks Papers 41 (1987): 375–89.",SDP (edited),,http://dla.library.upenn.edu/dla/fisher/record.html?id=FISHER_v059209&,
24,Amulets,Catharijneconvent,Utrecht,NL,"Catharijneconvent, Utrecht NL",,,,MS ABM 4ha,1440,1440,ca,"France, Rouen",,,14.3,12.5,2,V,,English,,"Prayers from the hours; “werkstatt des Fastolf-Meisters”; Creator: Fastolf Master (French artist, active ca. 1420-1460). Popular Title: Prayer Roll of Henry Beauchamp, Duke of Warwick.",Illustrated.,"Marks, Richard, and Paul Williamson. Gothic: Art for England 1400-1547. London: V&A, 2003.; Rudy, Kathryn M. “Kissing Images, Unfurling Rolls, Measuring Wounds, Sewing Badges and Carrying Talismans: Considering Some Harley Manuscripts through the Physical Rituals They Reveal.” Electronic British Library Journal, 2011.; Van der Velden, Hugo. “A Prayer Roll of Henry Beauchamp, Earl of Warwick.” In Tributes in Honor of James H. Marrow: Studies in Painting and Manuscript Illumination of the Late Middle Ages and Northern Renaissance, edited by Jeffrey F. Hamburger and A. S. Korteweg, 521–49. London: Harvey Miller, 2006.",NDP (added info),http://www.bl.uk/eblj/2011articles/pdf/ebljarticle52011.pdf,,images p.52-54
85,Chronicles,Cathedral de Toledo,Toledo,ES,"Cathedral de Toledo, Toledo ES",,,,"Nos. 86, 25 ",1017,1060,ca,Italy,,,Unknown,Unknown,,,,Unknown Language,,Chronicle of Ahimaaz.,,"Jansen, Katherine L., Joanna Drell, and Frances Andrews. Medieval Italy: Texts in Translation. University of Pennsylvania Press, 2011.",HMC,,,
588,Chronicles,Centre Jeanne d'Arc,Orléans,FR,"Centre Jeanne d'Arc, Orléans FR",,,,MS 35,Unknown,Unknown,,Unknown Provenance,,,Unknown,Unknown,,,N,Unknown Language,,"Fragment, same scroll as Rauner Library SN (DB ID 15).",,"Davis, Lisa Fagin. The First and Second Recensions of the Chronique Anonyme Universelle: Houghton MS Typ 41 and MS Fr 49. Cambridge, MA: Harvard University, 2009.",,,,
457,Music,Charles E. Young Library at UCLA,"Los Angeles,CA",US,"Charles E. Young Library at UCLA, Los Angeles CA US",,,,A1T36s,1200,1200,ca,Germany,,,Unknown,Unknown,,,,Middle German,,"Two fragments of a roll of songs by Middle High German poet, Reinmar von Zweter, survived as flyleaves in and removed from AIT 36s, St. Thomas Aquinas (Summae theologiae secundae partis pars secunda, Strasbourg (1470)); predates earliest codices of Reinmark's works; belonged to the Benedictines of St. Emmeram in Bavaria.",,"Bäuml, Franz H., and Richard H. Rouse. “Roll and Codex: A New Manuscript Fragment of Reinmar von Zweter.” Beiträge Zur Geschichte Der Deutschen Sprache Und Literatur (PBB) 105, no. 1 (1983): 192–231, 317–30.; Rouse, Richard H. “Roll and Codex: The Transmission of the Works of Reinmar von Zweter.” In Paläographie 1981: Colloquium Des Conité International de Paléographie. München, 15.-18. September 1981, edited by Gabriel Silagi, 107–23, XI – XV pl. Münchener Beiträge Zur Mediävistik Und Renaissance-Forschung 32. Munich: Arbeo-Gesellschaft, 1982.",ALN,,http://catalog.library.ucla.edu/vwebv/holdingsInfo?&bibId=3295039&searchId=5890&recPointer=0&recCount=50,
477,Prayer Roll,Charles E. Young Library at UCLA,"Los Angeles,CA",US,"Charles E. Young Library at UCLA, Los Angeles CA US",,,,170/656,1400,1400,ca,Germany,,,Unknown,Unknown,4,,,Unknown Language,,"Contains prayers to be said at the holy sites in Rome in three parts, with an extensive listing of Roman churches and monuments. ",Written on parchment by one scribe in a German hybrida with initials in red.,"Ferrari, Mirella, and Richard Rouse. Finding Aid for the Medieval and Renaissance Manuscripts Collection - Library Special Collections, Ca. 1198-1616. Los Angeles, CA: University of California Press, 1991.",ALN,,,
187,GB Roy. Gen.,Charles E. Young Library at UCLA,"Los Angeles,CA",US,"Charles E. Young Library at UCLA, Los Angeles CA US",,,,Rouse MS 49,1300,1399,,England,,,243.8,Unknown,,V,Y,English,,Genealogy of the Kings of England from Aethelbert of Kent to Richard II.,,"Holladay, Joan A. “Charting the Past: Visual Configurations of Myth and History and the English Claim to Scotland.” In Representing History 900-1300: Art, Music, History, edited by Robert Allan Maxwell. University Park, PA: Pennsylvania State University Press, 2010. p.233",EAM,http://digital2.library.ucla.edu/viewItem.do?ark=21198/zz002hgbtt,http://digital2.library.ucla.edu/viewItem.do?ark=21198/zz002hgbtt,
468,Poetry,Charles E. Young Library at UCLA,"Los Angeles,CA",US,"Charles E. Young Library at UCLA, Los Angeles CA US",,,,MS 170/575,1350,1400,,Germany,,,I: 38.9 II: 39.1,I: 11.6 II:11.2,2,V,N,Middle German,,Two fragments of a roll with Sprüche of the Minnesinger Reinmar von Zweter.,,"Rouse, Richard H. “Roll and Codex: The Transmission of the Works of Reinmar von Zweter.” In Paläographie 1981: Colloquium Des Conité International de Paléographie. München, 15.-18. September 1981, edited by Gabriel Silagi, 107–23, XI – XV pl. Münchener Beiträge Zur Mediävistik Und Renaissance-Forschung 32. Munich: Arbeo-Gesellschaft, 1982.",,http://digital2.library.ucla.edu/viewer/viewer.do?projectNo=123&arkId=21198/zz002hgbtt#,,
348,Mortuary Roll,Chartres,Chartres,FR,"Chartres, Chartres FR",,,,MS 21 (lost),900,1000,,"France, Chartres, St-Père",,,Unknown,Unknown,,,N,Unknown Language,,Fragmentary mortuary roll of St. Pere de Chartres (DESTROYED 1944).,,"Dufour, Jean. Les Rouleaux Des Morts. Vol. 1. Monumenta Palaeographica Medii Aevi. Series Gallica. Turnhout: Brepols, 2009. no. 44.",,,,
32,Archival,Chetham's Library,Manchester,GB,"Chetham's Library, Manchester GB",,,,Chetham's MS Mun.E.6.10,1400,1500,,Unknown Provenance,,,79,26.5,6,V,,Latin,French,"Contains family and legal correspondence concerning a disputed inheritance of land in fifteenth-century Warwickshire and other counties, mixed with some literary matter including Middle English verse.",Unbound roll written on both sides.,"Carpenter, C., The Armbrugh papers: the Brokholes inheritance in Warwickshire, Hertfordshire and Essex, c.1417-c.1453. (Woodbridge: Boydell, 1998).",SDP (edited),http://luna.manchester.ac.uk/luna/servlet/view/all/where/England--Warwickshire--Mancetter?os=0&pgs=50,,
501,Trees of Christ,Cleveland Museum of Art,"Cleveland, OH",US,"Cleveland Museum of Art, Cleveland OH US",,,,73.5,1220,1220,ca,"England, Canterbury",,,281,220,4,,,English,,"Peter of Poitiers, Compendium historiae in Geneaogia Christi.",,"Monroe, William H. “A Roll Manuscript of Peter of Poitiers’ Compendium.” The Bulletin of the Cleveland Museum of Art, no. 65 (1978): 92–107.; Morgan, Nigel. “Early Gothic Manuscripts.” In A Survey of Manuscripts Illuminated in the British Isles, edited by J.J.G. Alexander, Vol. 4. London: Harvey Miller, 1982. ill. 144.",,,http://www.clevelandart.org/art/1973.5.a,
340,Mortuary Roll,Collection Mancel,Caen,FR,"Collection Mancel, Caen FR",,,,Maxcel 94-95,1405,1405,,Unknown Provenance,,,Unknown,Unknown,2,,N,Unknown Language,,"Mortuary roll fragment of Marie [de La Yariniere], abbess of Trinite in Caen (d 3 April 1404).",,"Dufour, Jean. Les Rouleaux Des Morts. Vol. 3. Monumenta Palaeographica Medii Aevi. Series Gallica. Turnhout: Brepols, 2009. no. 306.",LBB,,http://archive.org/stream/cataloguegnr44fran/cataloguegnr44fran_djvu.txt,
234,Heraldic Roll,College of Arms,London,GB,"College of Arms, London GB",,,,MS Great Tournament Roll of Westminster,1511,1511,,England,,,428.6,1813.6,36,H,,Unknown Language,,"""Great Tournament Roll of Westminster,"" Studio of Thomas Wriothesley, Garter King of Arms (British artist, died 1534). Depicts Henry VIII.",,"Anglo, Sydney. The Great Tournament Roll of Westminster. Oxford: Clarendon P., 1968.; Marks, Richard, and Paul Williamson. Gothic: Art for England 1400-1547. London: V&A, 2003.",NDP,,,
176,GB Roy. Gen.,College of Arms,London,GB,"College of Arms, London GB",,,,MS 12/13,1490,1490,ca,Unknown Provenance,,,Unknown,Unknown,,,,Unknown Language,,Pedigree of Arthur Prince of Wales.,,Unknown Bibliography,SDP,,,
177,GB Roy. Gen.,College of Arms,London,GB,"College of Arms, London GB",,,,MS 18/18,1604,1604,,Unknown Provenance,,,Unknown,Unknown,,,,Unknown Language,,"Scottish pedigree of James 1 [of England, 6 of Scotland] and Queen Anne.",,Unknown Bibliography,SDP,,,
179,GB Roy. Gen.,College of Arms,London,GB,"College of Arms, London GB",,,,MS 20/06,1455,1458,,Unknown Provenance,,,Unknown,Unknown,,,,Unknown Language,,"Descent of Edward IV from Adam, with Popes and Emperors.",,Unknown Bibliography,SDP,,,
180,GB Roy. Gen.,College of Arms,London,GB,"College of Arms, London GB",,,,MS 20/07,Unknown,Unknown,,Unknown Provenance,,,Unknown,Unknown,,,,Unknown Language,,Saxon and Norman Kings.,,Unknown Bibliography,SDP,,,
516,Trees of Christ,College of Arms,London,GB,"College of Arms, London GB",,,,MS 09/58,1300,1400,,Unknown Provenance,,,Unknown,Unknown,,,,Unknown Language,,"Pedigree of Christ from Adam; Portrays the Judges, Kings, and Conquerors of Israel as well as miniature illustrations of biblical incidents in roundels.",Written on vellum.,Unknown Bibliography,SDP,,,
183,GB Roy. Gen.,College of Arms,London,GB,"College of Arms, London GB",,,,MS 3/23B,Unknown,Unknown,,Unknown Provenance,,,Unknown,Unknown,,,,French,,Genealogy of Henry 3 from Ethelbert with a narrative in French.,"Written on vellum. This roll is part of the collection of the herald Augustine Vincent, and was given to the College by Ralph Sheldon in 1685","Tyson, Diana B. “The Manuscript Tradition of Old French Prose Brut Rolls.” Scriptorium 55 (2001): 107–18, CA1.",SDP,,,
175,GB Roy. Gen.,College of Arms,London,GB,"College of Arms, London GB",,,,MS 12/45A,Unknown,Unknown,,Unknown Provenance,,,Unknown,Unknown,,,,French,,Royal descent Harold to Edward I.,Written on vellum.,"Tyson, Diana B. “The Manuscript Tradition of Old French Prose Brut Rolls.” Scriptorium 55 (2001): 107–18, CA2.",SDP,,,
178,GB Roy. Gen.,College of Arms,London,GB,"College of Arms, London GB",,,,MS 20/2,Unknown,Unknown,,Unknown Provenance,,,Unknown,Unknown,,,,French,,Descent of Edward III from Saxon and Norman kings. Narrative in French. This has a similarity to 12/45.,Scroll in two parts.,"Tyson, Diana B. “The Manuscript Tradition of Old French Prose Brut Rolls.” Scriptorium 55 (2001): 107–18, CA3.",SDP,,,
182,GB Roy. Gen.,College of Arms,London,GB,"College of Arms, London GB",,,,MS 20/5,Unknown,Unknown,,Unknown Provenance,,,Unknown,Unknown,,,,French,,"Descent of Edward I from Edward the Confessor with a narrative in French. In dorso, Welsh princes.",Opisthographic.,"Tyson, Diana B. “The Manuscript Tradition of Old French Prose Brut Rolls.” Scriptorium 55 (2001): 107–18, CA4.",SDP,,,
